CommentId,commentText,language,user_index,post_index,report_count_comment,report_count_post,like_count_comment,like_count_post,label,commentCleaned,translated_value
186453,hi munna 8695075676,Bengali,30186,855106,0,2,0.0,1539.0,0.0,hi munna,Munna only
186455,ami aschi 500 khala hoba sara rat,Bengali,29415,253053,0,1,2.0,139.0,0.0,ami aschi khala hoba sara rat,I will play all night
186456,konpagol tui,Bengali,1805,326607,0,0,0.0,27.0,1.0,konpagol tui,konpagol tui
186458,ai tuku may blauz  ar vitaran ki par acha chi,Bengali,21890,929570,0,0,1.0,29.0,1.0,ai tuku may blauz ar vitaran ki par acha chi,Tuku My Blouse Distribution
186460,morden designer    ,Bengali,21689,785544,0,0,0.0,41.0,1.0,morden designer,Morden designer
186461,12979008801 nah,Bengali,13508,171504,0,0,0.0,43.0,0.0,nah,now
186462,17954670801 go,Bengali,8084,609334,0,0,1.0,83.0,0.0,go,go
186463,tujhe covid ho jye,Bengali,34524,602278,0,1,0.0,424.0,0.0,tujhe covid ho jye,Tujhe Covid Ho Jye
186464,ki bal ta chir6is ei video gula diye bara,Bengali,22769,145386,0,4,0.0,2251.0,1.0,ki bal ta chiris ei video gula diye bara,What Baal grows it with this video
186465,sboyhero ragcho keno,Bengali,1891,273922,0,0,1.0,134.0,0.0,sboyhero ragcho keno,Why is Ragch of Auto
186466,rand...,Bengali,39453,369590,0,6,0.0,3977.0,1.0,rand,rand
186467,barocada,Bengali,18989,499264,0,1,0.0,68.0,1.0,barocada,stationable
186468," ""good night sweet dreams friend khub valo theko r sob somoy  ay  vabei  smile  rekhoallah hafiz""",Bengali,3623,772296,0,0,0.0,49.0,0.0,good night sweet dreams friend khub valo theko r sob somoy ay vabei smile rekhoallah hafiz,"Good slightly red heart friend Friend is very good, Smile Lekhallah Hafeez this way"
186469,hi my name kishan your name,Bengali,34235,492716,0,0,2.0,73.0,0.0,hi my name kishan your name,hi my name kishan your name
186471,dorkar nei apni redi takun raja hoben,Bengali,39532,868785,0,1,0.0,271.0,0.0,dorkar nei apni redi takun raja hoben,Do not need you to be Ready
186472,amar bf ar name a diya start,Bengali,18091,655936,0,0,1.0,97.0,0.0,amar bf ar name a diya start,My Bafa's name is AI Start
186474,kg,Bengali,8385,756666,0,0,2.0,74.0,0.0,kg,kg
186477,bhaag haraami valo to,Bengali,33189,242943,0,0,0.0,70.0,1.0,bhaag haraami valo to,Participate
186478,sob meye soman hoy na ,Bengali,14611,665061,0,0,1.0,588.0,0.0,sob meye soman hoy na,All girls are not equal
186479,tomaka darun  lag6ha,Bengali,16453,1050804,0,0,3.0,36.0,0.0,tomaka darun lagha,Do not let you
186481,video super ,Bengali,29813,858192,0,0,0.0,38.0,0.0,video super,video super
186482,jonike sat ak video banalo,Bengali,35754,1069938,0,0,2.0,269.0,0.0,jonike sat ak video banalo,Vonike made sat on sat
186483,ujjwal8633 810147581,Bengali,10636,316839,0,20,0.0,420.0,0.0,ujjwal,Bright
186484,  i love mom,Bengali,16210,847853,0,15,0.0,854.0,0.0,i love mom,i love mom
186486,kutattar bachcha,Bengali,15404,145386,0,4,0.0,2251.0,1.0,kutattar bachcha,Cottage
186487,tomar ktha ta jeno sotti hoy ,Bengali,27318,715487,0,0,1.0,63.0,0.0,tomar ktha ta jeno sotti hoy,It is true that it is true
186488,tum ar maa,Bengali,29582,576437,0,1,0.0,44.0,0.0,tum ar maa,You mother
186489," ""suchitra7225 kalke charboaj busy chilam""",Bengali,13508,464051,0,0,2.0,139.0,0.0,suchitra kalke charboaj busy chilam,Suchitra Tomorrow was at home
186490,"tamanna nanader naam ki,",Bengali,3588,316839,0,20,0.0,420.0,0.0,tamanna nanader naam ki,Tamanna Nanadar Nam Key
186491,ball tora ja komat korche tora gora maa nay ball or ranna ki khata hoba,Bengali,30891,316839,0,20,0.0,420.0,1.0,ball tora ja komat korche tora gora maa nay ball or ranna ki khata hoba,The ball is reducing you to the start of the herd mother that will be the book
186492,hobe naki castam bonu,Bengali,2902,183843,0,1,1.0,60.0,0.0,hobe naki castam bonu,Hobe Naki chaste bonu
186493,tumi ki broken dadavi,Bengali,30929,54275,0,0,1.0,27.0,0.0,tumi ki broken dadavi,Are you broken dude
186494,very beautiful very good night ,Bengali,12691,18298,0,0,1.0,96.0,0.0,very beautiful very good night,very beautiful very good night
186496,beautiful performance nice super video,Bengali,27833,472885,0,0,2.0,218.0,0.0,beautiful performance nice super video,beautiful performance nice super video
186497,7865933821 cool me,Bengali,21715,41696,0,1,0.0,27.0,0.0,cool me,cool me
186498,dudh  gulo gorur dhudar moton mona hoi,Bengali,32027,404544,0,0,0.0,51.0,1.0,dudh gulo gorur dhudar moton mona hoi,Milk seems like bullshe
186499,gogog,Bengali,33016,421530,0,0,0.0,74.0,0.0,gogog,Gogog
186500,wowwwww ,Bengali,33720,850653,0,0,0.0,46.0,0.0,wowwwww,WoWwww
186501,supper ,Bengali,21236,637963,0,0,3.0,29.0,0.0,supper,supper
186502,vreeg00d,Bengali,7337,769117,0,0,1.0,129.0,0.0,vreegd,altogether
186504,9175054f8701 alomigr+sks+a,Bengali,27896,127534,0,0,1.0,265.0,0.0,f alomigrsksa,f alomigrsksa.
186505,allah hu akbar ,Bengali,34194,311588,0,0,1.0,766.0,0.0,allah hu akbar,Allah is the greatest
186506,beautiful ,Bengali,2904,237150,0,0,0.0,82.0,0.0,beautiful,beautiful
186507,s,Bengali,4092,927946,0,0,2.0,147.0,0.0,s,s
186509,khub sundor laghe didi  tomake,Bengali,12132,375882,0,0,1.0,34.0,0.0,khub sundor laghe didi tomake,Looks very nice Didi you
186514,53689171601 tomak,Bengali,4061,499264,0,1,1.0,68.0,0.0,tomak,tomak
186518,burbak,Bengali,6439,544495,0,0,1.0,27.0,0.0,burbak,Burbak
186519,gard to mota moti thik acha dudu gulo boro hocha na kano,Bengali,31370,28264,0,0,0.0,32.0,1.0,gard to mota moti thik acha dudu gulo boro hocha na kano,"The gard is the thick mota okay, no matter what happens"
186520,tum kahan per rahte ho tumhara naam kya hai,Bengali,29692,7542,0,0,2.0,308.0,0.0,tum kahan per rahte ho tumhara naam kya hai,Where do you live your name
186521,tum vi karogi akdin paise k liye,Bengali,20734,54090,0,9,0.0,1199.0,0.0,tum vi karogi akdin paise k liye,You will do one day for money
186522,nice rashi lage raho ,Bengali,32401,855298,0,0,3.0,418.0,0.0,nice rashi lage raho,Be the following zodiac
186523,sala bokachoda,Bengali,18251,852749,0,0,0.0,50.0,1.0,sala bokachoda,BOKACHODA
186524,bara khaba naki,Bengali,29883,80460,0,0,0.0,617.0,1.0,bara khaba naki,Grow up or not
186525,tor gare chudi,Bengali,10422,251671,0,2,0.0,371.0,1.0,tor gare chudi,Tor gare chudi
186526," ""wow so super video       good night jii""",Bengali,15409,440840,0,0,2.0,169.0,0.0,wow so super video good night jii,wow so super video good night jii
186528,sosaf,Bengali,34332,562505,0,0,0.0,31.0,0.0,sosaf,Saskaf
186530,         l,Bengali,34073,558746,0,0,0.0,367.0,1.0,l,l
186531,tui 1 ta khanki magiii toder moton kichu kichu meyader jonno sob meyader bod name. r 1 ta kotha ay rokom video kor6is j like utle taka pabi ty to but ay thake r o onk onk taka pabi ja besha khanai line day .....khanki magiii,Bengali,10780,904094,0,9,0.0,5351.0,1.0,tui ta khanki magiii toder moton kichu kichu meyader jonno sob meyader bod name r ta kotha ay rokom video koris j like utle taka pabi ty to but ay thake r o onk onk taka pabi ja besha khanai line day khanki magiii,Tui Ta Khanki Magiii Toder Moton Kichu Kichu Meyader Jonno Sob Meyader Bod Name R Ta Kotha Ay Rokom Video Koris J Like Utlele Taka Pabi Taka Taka Pabi Ja Besha Khanai Line Day Khanki Magiii Magiii
186532,koto soitan kutti ,Bengali,33671,525526,0,0,0.0,29.0,1.0,koto soitan kutti,Koto I'll call a week
186534,ok sona,Bengali,4260,807403,0,0,1.0,51.0,0.0,ok sona,OK end
186535,ossad,Bengali,34332,596740,0,0,2.0,47.0,0.0,ossad,Osad.
186536,ap rade houkiy xx kar na kale a,Bengali,27812,558746,0,0,0.0,367.0,1.0,ap rade houkiy xx kar na kale a,At the time of the sunrise hungry cox
186537,kya dikhana chahti ho,Bengali,1894,646174,0,0,0.0,31.0,0.0,kya dikhana chahti ho,What do you want to show
186538,chunkusameer  ,Bengali,27115,374879,0,8,9.0,281.0,0.0,chunkusameer,Pure
186539,saddam4270        ,Bengali,13508,589961,0,0,0.0,39.0,0.0,saddam,saddam
186543,chi tur loja ney thik bole6i na ami,Bengali,32179,193488,0,0,0.0,183.0,1.0,chi tur loja ney thik bolei na ami,I'm not ashamed of Chi Shame
186544,tmc madar,Bengali,38012,679593,0,1,0.0,145.0,1.0,tmc madar,Tamas Mother
186547,are didi tomar bondhu ki singla che 8392060524       ,Bengali,12654,139063,0,0,0.0,37.0,0.0,are didi tomar bondhu ki singla che,What is your friend in Singala Che?
186549,tor muk ta kamon baka bara ,Bengali,31045,299318,0,0,0.0,42.0,1.0,tor muk ta kamon baka bara,Tor Muk's Kamon Barka
186550,tumi vison kiut,Bengali,1054,563777,0,0,0.0,78.0,0.0,tumi vison kiut,You are a lot of cute
186553,beautiful good night... didi ,Bengali,27833,570762,0,0,1.0,165.0,0.0,beautiful good night didi,beautiful good night didi
186554,hello baby call me 8695862527,Bengali,17229,391423,0,0,0.0,52.0,0.0,hello baby call me,hello baby call me
186558,kuti kamini harami  dekhna h to apna bhtar ko dekh makkar  sab ko kahe dekha ti ho  sab ko boy ko kharab krti ho makkar ,Bengali,10027,500949,0,2,0.0,675.0,1.0,kuti kamini harami dekhna h to apna bhtar ko dekh makkar sab ko kahe dekha ti ho sab ko boy ko kharab krti ho makkar,"Watching bucky bastards: If you look at your wonder, you have seen everyone."
186559,madarchod tor ki like lage naki,Bengali,15735,221923,0,1,0.0,32.0,1.0,madarchod tor ki like lage naki,Mother did not write
186562,ha lagbe,Bengali,27145,316839,0,20,0.0,420.0,0.0,ha lagbe,When Lagbe
186563,ooo,Bengali,3596,647994,0,0,1.0,50.0,0.0,ooo,ooo
186564,khanki  akta,Bengali,35760,94869,0,1,0.0,926.0,1.0,khanki akta,Khanki is a
186565,khoob roshan ,Bengali,21188,880756,0,0,0.0,90.0,0.0,khoob roshan,Very rosion
186566,oeurd752 ryeycurd,Bengali,12536,471217,0,14,1.0,5983.0,0.0,oeurd ryeycurd,Oeurd Ryeycurd
186568,wow didi you are making a very beautiful video continue to making your videos,Bengali,27441,683989,0,1,0.0,283.0,0.0,wow didi you are making a very beautiful video continue to making your videos,wow didi you are making a very beautiful video continue to making your videos
186570,are mekap utar jayega,Bengali,3929,802312,0,0,0.0,293.0,0.0,are mekap utar jayega,Hey makeup will fall
186571,arokom jol hole tor maa ke abar bujhe le tui bara,Bengali,12614,530354,0,0,0.0,30.0,1.0,arokom jol hole tor maa ke abar bujhe le tui bara,"If you have such water, you understand that you grow"
186572,         mother chod,Bengali,13856,579518,0,0,0.0,688.0,1.0,mother chod,mother fucker
186573,"excellent, show's setting on video graphy, good collection subject had class  and classical story, well done, thanks for your support show's, so much,",Bengali,13013,64726,0,0,3.0,102.0,0.0,excellent shows setting on video graphy good collection subject had class and classical story well done thanks for your support shows so much,excellent shows setting on video graphy good collection subject had class and classical story well done thanks for your support shows so much
186577,10427029801 bhai taratari mar...oder marleo hobe na.oder jonno ekta hoya valo...moj ta ke barnd kore dik... company..nahole ai duniya aro kharap hoya.  jaba..ai meyader jonoo,Bengali,25308,627109,0,0,0.0,103.0,0.0,bhai taratari maroder marleo hobe naoder jonno ekta hoya valomoj ta ke barnd kore dik companynahole ai duniya aro kharap hoya jabaai meyader jonoo,"Brother will soon kill kills a Hoa Valom, who is in the back of the company, for the term of this world to become worse in the company"
186579,dada paray na ami jabo?,Bengali,1471,510503,0,1,0.0,249.0,0.0,dada paray na ami jabo,Grandpare can not I go
186581,amar jan pagla samir sathe,Bengali,37851,72454,0,0,0.0,137.0,1.0,amar jan pagla samir sathe,I go with madness husband
186582,chodmarani randi,Bengali,7169,369590,0,6,0.0,3977.0,1.0,chodmarani randi,Leave
186585,hi ,Bengali,7073,947102,0,0,0.0,54.0,0.0,hi,hi
186586,kjk,Bengali,24464,73701,0,0,1.0,1466.0,0.0,kjk,Kajak
186588,hey bhagwan ,Bengali,11328,495840,0,0,2.0,108.0,0.0,hey bhagwan,Hey God
186589,boudi.com,Bengali,25739,298502,0,1,0.0,1046.0,0.0,boudicom,boudicom
186590,kutta harami tui mor mor,Bengali,4678,216412,0,2,0.0,1427.0,1.0,kutta harami tui mor mor,Dog Harmi Tu More More
186592,super se bhi upar ,Bengali,159,885914,0,0,0.0,35.0,0.0,super se bhi upar,Up to super
186593,tum bahut khubsurat hai bhabhi,Bengali,26231,728468,0,0,2.0,214.0,0.0,tum bahut khubsurat hai bhabhi,You are very beautiful sister
186595,aise admi ko seher ki main road pe nanga karke wahi pe 24 hours bandh ke rakh do fir ek din baad use chor do baki wahi karlega,Bengali,24790,527707,0,0,0.0,365.0,1.0,aise admi ko seher ki main road pe nanga karke wahi pe hours bandh ke rakh do fir ek din baad use chor do baki wahi karlega,Such a man kissed the road on the road and keep it on the same way. Then one day after a thief will do the same.
186596,na tui khub valo re ami to khub kharap tai na,Bengali,21712,812626,0,0,3.0,39.0,0.0,na tui khub valo re ami to khub kharap tai na,"No, I'm very good, I'm not very bad"
186598,ar sung ta valo kore sonon because dil ka sukun he ete bar boleche .ek bar noy. finger diye ek bar dekhanor ki ache ..t that kamranor ba ki ache ...amar na khub icche korche,Bengali,16529,650164,0,1,0.0,63.0,0.0,ar sung ta valo kore sonon because dil ka sukun he ete bar boleche ek bar noy finger diye ek bar dekhanor ki ache t that kamranor ba ki ache amar na khub icche korche,ar Sung Ta Valo Kore Sonon Because Dil Ka Sukun He Ete Bar Boleche Ek Bar Noy Finger Diye Ek Bar Dekhanor Ki Ache T That Kamranor Ba Ki Ache Amar Na Khub ICChe Korche
186600,16489159401 me ,Bengali,23720,921980,0,2,1.0,859.0,0.0,me,me
186601,ami tumar biswash niye khela korbo na ok,Bengali,18173,596227,0,0,0.0,50.0,1.0,ami tumar biswash niye khela korbo na ok,I will not play with your faith
186602,o vai mooj kardi,Bengali,28207,507501,0,1,1.0,311.0,0.0,o vai mooj kardi,o vai ounces kardi
186603,sampasardar690 ,Bengali,39213,921980,0,2,0.0,859.0,0.0,sampasardar,Contacted
186605,ai ak khanki.tora kothay thakis bolto bal,Bengali,25150,561566,0,1,0.0,810.0,1.0,ai ak khankitora kothay thakis bolto bal,Bolt Bal Where is this a duct
186606,uttam bhosale ,Bengali,14362,137361,0,0,1.0,136.0,0.0,uttam bhosale,Best Bhosle
186608,almgirsk17        ,Bengali,13508,67959,0,0,0.0,109.0,0.0,almgirsk,Almgirsk.
186609,fdyddhd,Bengali,30838,89994,0,1,0.0,227.0,0.0,fdyddhd,fdyddhd
186611,33559941601 hello,Bengali,14616,743444,0,0,0.0,39.0,0.0,hello,hello
186612,royn45721 tor maa ka bol mc sale,Bengali,32357,697024,0,0,1.0,166.0,1.0,royn tor maa ka bol mc sale,Royn Tor Country KA BOL MC SALE
186613,ten niye dukejabo sei khane,Bengali,23744,558746,0,0,1.0,367.0,1.0,ten niye dukejabo sei khane,Tane
186616,coll my. 8250269796,Bengali,30868,426486,0,16,0.0,6818.0,0.0,coll my,call my
186617,didi mera new video share kijiye,Bengali,29813,639336,0,0,1.0,189.0,0.0,didi mera new video share kijiye,Sister share my new video
186619,       ()()ppap,Bengali,36142,53167,0,1,7.0,567.0,0.0,ppap,Papap
186620,wow very nice ,Bengali,23115,912368,0,0,1.0,159.0,0.0,wow very nice,wow very nice
186623,hiran you have,Bengali,23723,810185,0,0,0.0,160.0,0.0,hiran you have,hiran you have
186624,so beautiful ji  aapka video share kar de didi my new video shayari,Bengali,29813,148436,0,0,1.0,50.0,0.0,so beautiful ji aapka video share kar de didi my new video shayari,So Beautiful Ji Share Your Video My New Video Shayari
186625,tora to joto abal malll,Bengali,32553,253053,0,1,0.0,139.0,0.0,tora to joto abal malll,You are as much as Abhala Mallal
186628,pagal kutta comedy,Bengali,22400,371262,0,0,0.0,75.0,1.0,pagal kutta comedy,Crazy dog comedy
186629,toder gude ato jala,Bengali,16629,561566,0,1,0.0,810.0,1.0,toder gude ato jala,You are so much irritation
186630,magi ,Bengali,25066,561566,0,1,0.0,810.0,1.0,magi,magi
186631,md hafizul sob to toder cast eri kaj re vai eii gulo mafijul sekh eii muslim gulo k jotodin na desh thke bar kora ja66e rape hoaiii jabe dese 90% khetre rape koris torai tai nijeder dhormoer manush der k bhoja dekhbi amni tei sob thik hoage6a,Bengali,31923,606926,0,0,2.0,304.0,0.0,md hafizul sob to toder cast eri kaj re vai eii gulo mafijul sekh eii muslim gulo k jotodin na desh thke bar kora jae rape hoaiii jabe dese khetre rape koris torai tai nijeder dhormoer manush der k bhoja dekhbi amni tei sob thik hoagea,Md Hafizul Sob To Toder Cast Eri Kaj Re Vai Eii Guo Jotodin Na Desh Thoiii Jetodin Nai Rape Hoaiii Jabe Jae Rape Koris Torai Tai Nijeder Dhormoer Manush Der K Bhoja Dekhbi Amni Tei Sob Thik HoageA
186632," ""suchitra7225 good morning  bunu valoo achi . tumi kamon acho?ami boshe achi """,Bengali,13508,947221,0,0,1.0,77.0,0.0,suchitra good morning bunu valoo achi tumi kamon achoami boshe achi,Suchitra Good Morning Bottom I'm sitting in the very best
186633,super super very beautiful ,Bengali,12691,1022082,0,0,3.0,161.0,0.0,super super very beautiful,super super very beautiful
186634,hi hi ki korcho,Bengali,10460,127534,0,0,1.0,265.0,0.0,hi hi ki korcho,hi hi ki Kocho
186635,kichui to nei. puro to hijre mone hche tomake. tao dekhacho. ektu lojja thaka dorkar,Bengali,1515,94869,0,1,0.0,926.0,1.0,kichui to nei puro to hijre mone hche tomake tao dekhacho ektu lojja thaka dorkar,"There is nothing but I think you see you, you need to be a little shame"
186636,karon you boro acters tai,Bengali,30881,972845,0,7,0.0,319.0,0.0,karon you boro acters tai,karon you boro acters tai
186637,very very very nice ,Bengali,16749,735581,0,1,6.0,408.0,0.0,very very very nice,very very very nice
186638,tumi proun xxx video krle valo taka pabe,Bengali,3010,170476,0,3,0.0,965.0,1.0,tumi proun xxx video krle valo taka pabe,You can get good money if you try
186639,10558561801 hello ,Bengali,13508,715060,0,0,0.0,70.0,0.0,hello,hello
186640,video banar dorkar nei,Bengali,4365,298502,0,1,0.0,1046.0,0.0,video banar dorkar nei,There is no need to make video
186641,          thank you bhai,Bengali,26614,374879,0,8,0.0,281.0,1.0,thank you bhai,thank you bhai
186642,right right right,Bengali,16725,82425,0,0,1.0,179.0,0.0,right right right,right right right
186643,very nice sister ,Bengali,29813,910725,0,0,1.0,67.0,0.0,very nice sister,very nice sister
186645,ami good boob,Bengali,36587,888476,0,4,1.0,622.0,1.0,ami good boob,ami good boob
186646,ara nogra choda ata 6e bara kha,Bengali,15591,763714,0,0,0.0,297.0,1.0,ara nogra choda ata e bara kha,Aara slogan leaves
186650,hi sona good,Bengali,10977,67959,0,0,0.0,109.0,0.0,hi sona good,hi sona good
186651,i  love  my   india  army,Bengali,22412,60219,0,13,0.0,1071.0,0.0,i love my india army,i love my india army
186652,94498492011 haa,Bengali,13508,234244,0,0,0.0,63.0,0.0,haa,Ha
186653,kahase ate he lak,Bengali,1805,471217,0,14,3.0,5983.0,0.0,kahase ate he lak,Saise
186655,excellent job my friend ,Bengali,5590,600047,0,0,3.0,131.0,0.0,excellent job my friend,excellent job my friend
186656,keo nei tumi jodi amak stthivalobase thakle asbe na asle ami bari jete diliriad ka6e accident hobe,Bengali,8014,280958,0,0,1.0,74.0,0.0,keo nei tumi jodi amak stthivalobase thakle asbe na asle ami bari jete diliriad kae accident hobe,"There is no one if you do not come to a starvalo, actually I will be accidental to Dyleiriyad to go home"
186657,ok,Bengali,20054,604669,0,0,2.0,115.0,0.0,ok,ok
186660,chut me legi,Bengali,2375,962052,0,1,0.0,108.0,1.0,chut me legi,Pussy
186661,borka pora meder besi sundar lage but jodi monta valo hoy tahole valo,Bengali,31289,949565,0,0,1.0,32.0,0.0,borka pora meder besi sundar lage but jodi monta valo hoy tahole valo,Burka reading girls gets pretty much better if the mind is good then good
186662,dakor poonam,Bengali,1222,725282,0,1,1.0,30.0,0.0,dakor poonam,dakor poonam
186664,kaise video like like like like,Bengali,27934,179031,0,0,1.0,100.0,0.0,kaise video like like like like,kaise video like like like like
186666,chudbo randi,Bengali,30068,304717,0,0,0.0,437.0,1.0,chudbo randi,chudbo randi
186667,amar lagba please phone no,Bengali,3486,316839,0,20,0.0,420.0,0.0,amar lagba please phone no,I needed please phone no
186668,avishekgorai ki bolo,Bengali,18212,419629,0,21,3.0,283.0,0.0,avishekgorai ki bolo,What do you say in the anointing
186669,hiii7718462365,Bengali,8203,617200,0,1,1.0,67.0,0.0,hiii,she
186670,i love you hmmmmm nice ,Bengali,22694,200614,0,0,5.0,109.0,0.0,i love you hmmmmm nice,i love you hmmmmm nice
186672,ami jabo,Bengali,22325,324027,0,0,0.0,125.0,0.0,ami jabo,I'll go
186674,16489159401 amu,Bengali,11526,921980,0,2,1.0,859.0,0.0,amu,Knock
186676,ey khanki magi sob khule diye video kor na,Bengali,10165,369590,0,6,1.0,3977.0,0.0,ey khanki magi sob khule diye video kor na,This is not the video to open all of this
186677,lol ,Bengali,2260,324027,0,0,0.0,125.0,0.0,lol,lol
186678,tumi serial dakho ami to dakhina,Bengali,18472,205972,0,0,1.0,33.0,0.0,tumi serial dakho ami to dakhina,"You see Syriel, I do not see"
186679,ai randi,Bengali,33961,579518,0,0,0.0,688.0,1.0,ai randi,have Randi
186680,mash-allah,Bengali,4806,374714,0,1,15.0,129.0,0.0,mashallah,mashallah
186681,moron dosha,Bengali,16153,847229,0,0,0.0,31.0,0.0,moron dosha,Moron sediment
186682,sami labs for sale,Bengali,40301,486530,0,0,1.0,50.0,0.0,sami labs for sale,sami labs for sale
186684,amar dadar jonno nebo tahole,Bengali,18857,316839,0,20,1.0,420.0,0.0,amar dadar jonno nebo tahole,If I take for my grandfather
186685,toba amke tmr soja chuda mukta valo laga,Bengali,17693,709642,0,1,2.0,170.0,0.0,toba amke tmr soja chuda mukta valo laga,But I would like to be straightforward pearls
186686,dhur sala amar to 2027 baralo jata akhono asai ni ,Bengali,16799,364335,0,0,0.0,39.0,1.0,dhur sala amar to baralo jata akhono asai ni,I did not come to the breed
186687,super madam  ,Bengali,37261,62440,0,1,1.0,56.0,0.0,super madam,super madam
186690,rande khanai votty hoya kja rande mage,Bengali,14025,731886,0,5,0.0,2081.0,1.0,rande khanai votty hoya kja rande mage,Magh in Raya Kayai Voting
186693,"allah,allah,allah,allah,",Bengali,32960,311588,0,0,12.0,766.0,0.0,allahallahallahallah,To fill him
186694,girle are the best dance,Bengali,30112,887060,0,0,0.0,137.0,0.0,girle are the best dance,girls are the best dance
186696,aur very nice you beautiful,Bengali,12466,554309,0,0,0.0,40.0,0.0,aur very nice you beautiful,aur very nice you beautiful
186697,tere ko bhi dekhta hoga,Bengali,36893,316839,0,20,0.0,420.0,0.0,tere ko bhi dekhta hoga,You will also see
186698,a tameyejano sop meye loja,Bengali,25944,921980,0,2,1.0,859.0,0.0,a tameyejano sop meye loja,Tameyejano Sop Meye Shop
186699,so sweet very nice song,Bengali,25214,131378,0,0,0.0,65.0,0.0,so sweet very nice song,so sweet very nice song
186700,xxx,Bengali,20206,952348,0,0,0.0,38.0,1.0,xxx,xxx
186701,51592146701 a6a kora oi khan a  ai maye ta khanki ,Bengali,9739,842216,0,0,0.0,219.0,1.0,aa kora oi khan a ai maye ta khanki,"This is the daughter, this girl"
186703,"very good dance,thanks",Bengali,21977,646174,0,0,0.0,31.0,0.0,very good dancethanks,very good dancethanks
186704,nice ,Bengali,33550,417155,0,0,0.0,86.0,0.0,nice,nice
186705,ekdom,Bengali,27272,1045955,0,0,0.0,41.0,0.0,ekdom,Ekdom
186707,mesa x banogi,Bengali,4500,131378,0,0,0.0,65.0,0.0,mesa x banogi,Maes will be
186708,tomar barite ke lol nay naki,Bengali,23769,229615,0,0,4.0,120.0,0.0,tomar barite ke lol nay naki,Who does not have lol in your house
186710,mara nam vi a sa ha par ma gindagi ma srip doka kahay ho so nise,Bengali,18548,655936,0,0,0.0,97.0,0.0,mara nam vi a sa ha par ma gindagi ma srip doka kahay ho so nise,My name is a bit but Mother Jindagi Maa Srip Doka is called
186715,baje madam kali lagaya call kutte,Bengali,11961,1073718,0,0,0.0,84.0,1.0,baje madam kali lagaya call kutte,Blocked black
186716,nice songe and nice video,Bengali,23446,946438,0,0,0.0,98.0,0.0,nice songe and nice video,nice songe and nice video
186717,share kar diye babu my new video shayari please,Bengali,29813,223147,0,0,1.0,50.0,0.0,share kar diye babu my new video shayari please,Babu New Video Shariply With Share Car
186719,khanki mager  deayo ,Bengali,18242,342754,0,1,0.0,145.0,1.0,khanki mager deayo,Due to the Magir
186720,manoj paswan                                   ,Bengali,34107,191091,0,0,0.0,324.0,1.0,manoj paswan,Manoj Paswan
186721,tomar pet ta jodi eto bodo hoi tahole nicher ta koto bodo,Bengali,28429,921980,0,2,2.0,859.0,0.0,tomar pet ta jodi eto bodo hoi tahole nicher ta koto bodo,"If your stomach is so big, then how big it is"
186722,jamata khula da,Bengali,13371,587171,0,1,3.0,96.0,0.0,jamata khula da,Open
186723,sab chuchi dikha bhi thoda bahut fir bhi dikha de,Bengali,20396,1039650,0,0,0.0,78.0,1.0,sab chuchi dikha bhi thoda bahut fir bhi dikha de,Show everything too much
186724, rendi,Bengali,10704,921980,0,2,0.0,859.0,1.0,rendi,make
186725,bolo go,Bengali,7073,620414,0,0,1.0,34.0,0.0,bolo go,bolo go
186726,paka randimagi tui barovatari,Bengali,6050,915154,0,3,0.0,325.0,1.0,paka randimagi tui barovatari,Tiar Barwetari of the recipe
186729,thik tumar mote,Bengali,19746,464051,0,0,1.0,139.0,0.0,thik tumar mote,Right Moor
186730,tumhen sataya mein to tere ko sudhar deta hun ek raat mera sath phone hi sudhar jaega,Bengali,30123,419413,0,2,1.0,774.0,0.0,tumhen sataya mein to tere ko sudhar deta hun ek raat mera sath phone hi sudhar jaega,"In the torture of you, I improve your phone one night will improve"
186731,yeade mostofa aisi bas gayi hai sineme jism ho kahi apna dil to hai madine,Bengali,33664,855106,0,2,0.0,1539.0,1.0,yeade mostofa aisi bas gayi hai sineme jism ho kahi apna dil to hai madine,Yado Maasta has settled in the cinematic that has its own heart
186732,darun..........,Bengali,9725,1071172,0,1,2.0,39.0,0.0,darun,Great
186733,ei sob khankider ki kaj nei ei sob magider late mere ber kore dewa uchit chi chi tui  ki rendir bacha re chi chi eto lok baje baje coment korche tor ki kichu mone hoche na chi  narkel dori golai diye more ja chi chi,Bengali,8054,1088262,0,0,0.0,115.0,1.0,ei sob khankider ki kaj nei ei sob magider late mere ber kore dewa uchit chi chi tui ki rendir bacha re chi chi eto lok baje baje coment korche tor ki kichu mone hoche na chi narkel dori golai diye more ja chi chi,ei sob khankider ki kaj nei ei sob magider chi chi chi tui ki rendir bacha re chi chi chi eto lok baje baje coment korche tor ki kichu mone hoche na chi narkel dori golai diye more ja chi chi
186734,  go,Bengali,3908,397123,0,0,0.0,59.0,0.0,go,go
186735,mather chud,Bengali,36956,562412,0,0,0.0,61.0,1.0,mather chud,mather chud
186736,madarchod tor mar gud,Bengali,31010,694650,0,0,0.0,148.0,1.0,madarchod tor mar gud,Marine jag jag
186737,sharam nhi ati kya,Bengali,30074,1079052,0,0,0.0,177.0,1.0,sharam nhi ati kya,Do not be ashamed
186739,boob dance ,Bengali,27556,433182,0,1,1.0,368.0,0.0,boob dance,boob dance
